--- Log Capture Start: 20260218_182857 ---
02-18 18:26:34.197 D/BleProximity: 📶 RSSI: -80
02-18 18:26:34.499 D/BleProximity: 📶 RSSI: -81
02-18 18:26:34.805 D/BleProximity: 📶 RSSI: -78
02-18 18:26:35.111 D/BleProximity: 📶 RSSI: -77
02-18 18:26:35.417 D/BleProximity: 📶 RSSI: -79
02-18 18:26:35.717 D/BleProximity: 📶 RSSI: -78
02-18 18:26:36.019 D/BleProximity: 📶 RSSI: -75
02-18 18:26:36.322 D/BleProximity: 📶 RSSI: -74
02-18 18:26:36.626 D/BleProximity: 📶 RSSI: -74
02-18 18:26:36.928 D/BleProximity: 📶 RSSI: -73
02-18 18:26:37.233 D/BleProximity: 📶 RSSI: -73
02-18 18:26:37.536 D/BleProximity: 📶 RSSI: -74
02-18 18:26:37.841 D/BleProximity: 📶 RSSI: -72
02-18 18:26:38.142 D/BleProximity: 📶 RSSI: -73
02-18 18:26:38.442 D/BleProximity: 📶 RSSI: -74
02-18 18:26:38.746 D/BleProximity: 📶 RSSI: -74
02-18 18:26:39.048 D/BleProximity: 📶 RSSI: -74
02-18 18:26:39.352 D/BleProximity: 📶 RSSI: -72
02-18 18:26:39.656 D/BleProximity: 📶 RSSI: -74
02-18 18:26:39.958 D/BleProximity: 📶 RSSI: -74
02-18 18:26:40.260 D/BleProximity: 📶 RSSI: -76
02-18 18:26:40.566 D/BleProximity: 📶 RSSI: -74
02-18 18:26:40.866 D/BleProximity: 📶 RSSI: -75
02-18 18:26:41.171 D/BleProximity: 📶 RSSI: -73
02-18 18:26:41.472 D/BleProximity: 📶 RSSI: -71
02-18 18:26:41.774 D/BleProximity: 📶 RSSI: -70
02-18 18:26:42.077 D/BleProximity: 📶 RSSI: -69
02-18 18:26:42.378 D/BleProximity: 📶 RSSI: -69
02-18 18:26:42.681 D/BleProximity: 📶 RSSI: -68
02-18 18:26:42.982 D/BleProximity: 📶 RSSI: -69
02-18 18:26:43.285 D/BleProximity: 📶 RSSI: -66
02-18 18:26:43.587 D/BleProximity: 📶 RSSI: -65
02-18 18:26:43.905 D/BleProximity: 📶 RSSI: -67
02-18 18:26:44.190 D/BleProximity: 📶 RSSI: -71
02-18 18:26:44.493 D/BleProximity: 📶 RSSI: -68
02-18 18:26:44.797 D/BleProximity: 📶 RSSI: -64
02-18 18:26:45.097 D/BleProximity: 📶 RSSI: -61
02-18 18:26:45.400 D/BleProximity: 📶 RSSI: -59
02-18 18:26:45.703 D/BleProximity: 📶 RSSI: -57
02-18 18:26:46.005 D/BleProximity: 📶 RSSI: -55
02-18 18:26:46.311 D/BleProximity: 📶 RSSI: -55
02-18 18:26:46.617 D/BleProximity: 📶 RSSI: -55
02-18 18:26:46.917 D/BleProximity: 📶 RSSI: -54
02-18 18:26:47.222 D/BleProximity: 📶 RSSI: -53
02-18 18:26:47.524 D/BleProximity: 📶 RSSI: -52
02-18 18:26:47.827 D/BleProximity: 📶 RSSI: -52
02-18 18:26:48.130 D/BleProximity: 📶 RSSI: -52
02-18 18:26:48.436 D/BleProximity: 📶 RSSI: -53
02-18 18:26:48.738 D/BleProximity: 📶 RSSI: -54
02-18 18:26:49.046 D/BleProximity: 📶 RSSI: -57
02-18 18:26:49.348 D/BleProximity: 📶 RSSI: -57
02-18 18:26:49.653 D/BleProximity: 📶 RSSI: -57
02-18 18:26:49.958 D/BleProximity: 📶 RSSI: -62
02-18 18:26:50.262 D/BleProximity: 📶 RSSI: -62
02-18 18:26:50.566 D/BleProximity: 📶 RSSI: -62
02-18 18:26:50.873 D/BleProximity: 📶 RSSI: -64
02-18 18:26:51.177 D/BleProximity: 📶 RSSI: -64
02-18 18:26:51.476 D/BleProximity: 📶 RSSI: -64
02-18 18:26:51.781 D/BleProximity: 📶 RSSI: -64
02-18 18:26:52.087 D/BleProximity: 📶 RSSI: -68
02-18 18:26:52.391 D/BleProximity: 📶 RSSI: -69
02-18 18:26:52.705 D/BleProximity: 📶 RSSI: -68
02-18 18:26:52.998 D/BleProximity: 📶 RSSI: -69
02-18 18:26:53.305 D/BleProximity: 📶 RSSI: -71
02-18 18:26:53.608 D/BleProximity: 📶 RSSI: -76
02-18 18:26:53.915 D/BleProximity: 📶 RSSI: -74
02-18 18:26:54.217 D/BleProximity: 📶 RSSI: -72
02-18 18:26:54.520 D/BleProximity: 📶 RSSI: -74
02-18 18:26:54.822 D/BleProximity: 📶 RSSI: -76
02-18 18:26:55.128 D/BleProximity: 📶 RSSI: -76
02-18 18:26:55.433 D/BleProximity: 📶 RSSI: -75
02-18 18:26:55.737 D/BleProximity: 📶 RSSI: -75
02-18 18:26:56.040 D/BleProximity: 📶 RSSI: -76
02-18 18:26:56.344 D/BleProximity: 📶 RSSI: -77
02-18 18:26:56.650 D/BleProximity: 📶 RSSI: -76
02-18 18:26:56.954 D/BleProximity: 📶 RSSI: -74
02-18 18:26:57.255 D/BleProximity: 📶 RSSI: -72
02-18 18:26:57.560 D/BleProximity: 📶 RSSI: -72
02-18 18:26:57.866 D/BleProximity: 📶 RSSI: -73
02-18 18:26:58.172 D/BleProximity: 📶 RSSI: -72
02-18 18:26:58.476 D/BleProximity: 📶 RSSI: -71
02-18 18:26:58.782 D/BleProximity: 📶 RSSI: -71
02-18 18:26:59.085 D/BleProximity: 📶 RSSI: -71
02-18 18:26:59.388 D/BleProximity: 📶 RSSI: -71
02-18 18:26:59.695 D/BleProximity: 📶 RSSI: -72
02-18 18:26:59.997 D/BleProximity: 📶 RSSI: -72
02-18 18:27:00.299 D/BleProximity: 📶 RSSI: -72
02-18 18:27:00.607 D/BleProximity: 📶 RSSI: -72
02-18 18:27:00.911 D/BleProximity: 📶 RSSI: -71
02-18 18:27:01.215 D/BleProximity: 📶 RSSI: -71
02-18 18:27:01.522 D/BleProximity: 📶 RSSI: -70
02-18 18:27:01.822 D/BleProximity: 📶 RSSI: -70
02-18 18:27:02.124 D/BleProximity: 📶 RSSI: -69
02-18 18:27:02.427 D/BleProximity: 📶 RSSI: -70
02-18 18:27:02.735 D/BleProximity: 📶 RSSI: -70
02-18 18:27:03.038 D/BleProximity: 📶 RSSI: -70
02-18 18:27:03.339 D/BleProximity: 📶 RSSI: -70
02-18 18:27:03.642 D/BleProximity: 📶 RSSI: -71
02-18 18:27:03.949 D/BleProximity: 📶 RSSI: -71
02-18 18:27:04.267 D/BleProximity: 📶 RSSI: -71
02-18 18:27:04.571 D/BleProximity: 📶 RSSI: -71
02-18 18:27:04.875 D/BleProximity: 📶 RSSI: -71
02-18 18:27:05.181 D/BleProximity: 📶 RSSI: -72
02-18 18:27:05.482 D/BleProximity: 📶 RSSI: -72
02-18 18:27:05.791 D/BleProximity: 📶 RSSI: -72
02-18 18:27:06.144 D/BleProximity: 📶 RSSI: -71
02-18 18:27:06.437 D/BleProximity: 📶 RSSI: -71
02-18 18:27:06.748 D/BleProximity: 📶 RSSI: -72
02-18 18:27:07.052 D/BleProximity: 📶 RSSI: -72
02-18 18:27:07.355 D/BleProximity: 📶 RSSI: -72
02-18 18:27:07.661 D/BleProximity: 📶 RSSI: -71
02-18 18:27:07.958 D/BleProximity: 📶 RSSI: -71
02-18 18:27:08.266 D/BleProximity: 📶 RSSI: -71
02-18 18:27:08.571 D/BleProximity: 📶 RSSI: -72
02-18 18:27:08.874 D/BleProximity: 📶 RSSI: -72
02-18 18:27:09.176 D/BleProximity: 📶 RSSI: -72
02-18 18:27:09.481 D/BleProximity: 📶 RSSI: -72
02-18 18:27:09.787 D/BleProximity: 📶 RSSI: -71
02-18 18:27:10.088 D/BleProximity: 📶 RSSI: -71
02-18 18:27:10.394 D/BleProximity: 📶 RSSI: -71
02-18 18:27:10.699 D/BleProximity: 📶 RSSI: -71
02-18 18:27:11.003 D/BleProximity: 📶 RSSI: -72
02-18 18:27:11.309 D/BleProximity: 📶 RSSI: -72
02-18 18:27:11.609 D/BleProximity: 📶 RSSI: -72
02-18 18:27:11.912 D/BleProximity: 📶 RSSI: -71
02-18 18:27:12.217 D/BleProximity: 📶 RSSI: -71
02-18 18:27:12.521 D/BleProximity: 📶 RSSI: -71
02-18 18:27:12.825 D/BleProximity: 📶 RSSI: -72
02-18 18:27:13.130 D/BleProximity: 📶 RSSI: -72
02-18 18:27:13.432 D/BleProximity: 📶 RSSI: -71
02-18 18:27:13.737 D/BleProximity: 📶 RSSI: -71
02-18 18:27:14.039 D/BleProximity: 📶 RSSI: -71
02-18 18:27:14.342 D/BleProximity: 📶 RSSI: -71
02-18 18:27:14.650 D/BleProximity: 📶 RSSI: -72
02-18 18:27:14.951 D/BleProximity: 📶 RSSI: -72
02-18 18:27:15.253 D/BleProximity: 📶 RSSI: -72
02-18 18:27:15.558 D/BleProximity: 📶 RSSI: -72
02-18 18:27:15.865 D/BleProximity: 📶 RSSI: -70
02-18 18:27:16.167 D/BleProximity: 📶 RSSI: -72
02-18 18:27:16.471 D/BleProximity: 📶 RSSI: -71
02-18 18:27:16.779 D/BleProximity: 📶 RSSI: -72
02-18 18:27:17.081 D/BleProximity: 📶 RSSI: -72
02-18 18:27:17.383 D/BleProximity: 📶 RSSI: -72
02-18 18:27:17.690 D/BleProximity: 📶 RSSI: -73
02-18 18:27:17.988 D/BleProximity: 📶 RSSI: -72
02-18 18:27:18.296 D/BleProximity: 📶 RSSI: -72
02-18 18:27:18.602 D/BleProximity: 📶 RSSI: -73
02-18 18:27:18.903 D/BleProximity: 📶 RSSI: -73
02-18 18:27:19.208 D/BleProximity: 📶 RSSI: -74
02-18 18:27:19.513 D/BleProximity: 📶 RSSI: -73
02-18 18:27:19.817 D/BleProximity: 📶 RSSI: -74
02-18 18:27:20.135 D/BleProximity: 📶 RSSI: -72
02-18 18:27:20.427 D/BleProximity: 📶 RSSI: -73
02-18 18:27:20.733 D/BleProximity: 📶 RSSI: -74
02-18 18:27:21.038 D/BleProximity: 📶 RSSI: -72
02-18 18:27:21.343 D/BleProximity: 📶 RSSI: -72
02-18 18:27:21.646 D/BleProximity: 📶 RSSI: -72
02-18 18:27:21.950 D/BleProximity: 📶 RSSI: -73
02-18 18:27:22.254 D/BleProximity: 📶 RSSI: -74
02-18 18:27:22.560 D/BleProximity: 📶 RSSI: -73
02-18 18:27:22.866 D/BleProximity: 📶 RSSI: -73
02-18 18:27:23.170 D/BleProximity: 📶 RSSI: -74
02-18 18:27:23.476 D/BleProximity: 📶 RSSI: -74
02-18 18:27:23.774 D/BleProximity: 📶 RSSI: -79
02-18 18:27:24.080 D/BleProximity: 📶 RSSI: -81
02-18 18:27:24.386 D/BleProximity: 📶 RSSI: -87
02-18 18:27:24.688 D/BleProximity: 📶 RSSI: -86
02-18 18:27:24.994 D/BleProximity: 📶 RSSI: -87
02-18 18:27:25.298 D/BleProximity: 📶 RSSI: -89
02-18 18:27:25.598 D/BleProximity: 📶 RSSI: -86
02-18 18:27:25.902 D/BleProximity: 📶 RSSI: -86
02-18 18:27:26.203 D/BleProximity: 📶 RSSI: -83
02-18 18:27:26.507 D/BleProximity: 📶 RSSI: -79
02-18 18:27:26.810 D/BleProximity: 📶 RSSI: -75
02-18 18:27:27.116 D/BleProximity: 📶 RSSI: -73
02-18 18:27:27.423 D/BleProximity: 📶 RSSI: -74
02-18 18:27:27.721 D/BleProximity: 📶 RSSI: -75
02-18 18:27:28.026 D/BleProximity: 📶 RSSI: -76
02-18 18:27:28.325 D/BleProximity: 📶 RSSI: -76
02-18 18:27:28.625 D/BleProximity: 📶 RSSI: -76
02-18 18:27:28.931 D/BleProximity: 📶 RSSI: -76
02-18 18:27:29.232 D/BleProximity: 📶 RSSI: -76
02-18 18:27:29.539 D/BleProximity: 📶 RSSI: -76
02-18 18:27:29.842 D/BleProximity: 📶 RSSI: -76
02-18 18:27:30.144 D/BleProximity: 📶 RSSI: -75
02-18 18:27:30.448 D/BleProximity: 📶 RSSI: -74
02-18 18:27:30.755 D/BleProximity: 📶 RSSI: -74
02-18 18:27:31.059 D/BleProximity: 📶 RSSI: -74
02-18 18:27:31.362 D/BleProximity: 📶 RSSI: -75
02-18 18:27:31.669 D/BleProximity: 📶 RSSI: -76
02-18 18:27:31.970 D/BleProximity: 📶 RSSI: -76
02-18 18:27:32.274 D/BleProximity: 📶 RSSI: -78
02-18 18:27:32.578 D/BleProximity: 📶 RSSI: -81
02-18 18:27:32.879 D/BleProximity: 📶 RSSI: -83
02-18 18:27:33.181 D/BleProximity: 📶 RSSI: -86
02-18 18:27:33.484 D/BleProximity: 📶 RSSI: -88
02-18 18:27:33.786 D/BleProximity: 📶 RSSI: -89
02-18 18:27:34.087 D/BleProximity: 📶 RSSI: -88
02-18 18:27:34.393 D/BleProximity: 📶 RSSI: -89
02-18 18:27:34.694 D/BleProximity: 📶 RSSI: -89
02-18 18:27:34.997 D/BleProximity: 📶 RSSI: -89
02-18 18:27:35.303 D/BleProximity: 📶 RSSI: -88
02-18 18:27:35.603 D/BleProximity: 📶 RSSI: -86
02-18 18:27:35.906 D/BleProximity: 📶 RSSI: -82
02-18 18:27:36.207 D/BleProximity: 📶 RSSI: -82
02-18 18:27:36.513 D/BleProximity: 📶 RSSI: -85
02-18 18:27:36.814 D/BleProximity: 📶 RSSI: -85
02-18 18:27:37.118 D/BleProximity: 📶 RSSI: -84
02-18 18:27:37.425 D/BleProximity: 📶 RSSI: -86
02-18 18:27:37.726 D/BleProximity: 📶 RSSI: -86
02-18 18:27:38.036 D/BleProximity: 📶 RSSI: -87
02-18 18:27:38.340 D/BleProximity: 📶 RSSI: -86
02-18 18:27:38.640 D/BleProximity: 📶 RSSI: -86
02-18 18:27:38.947 D/BleProximity: 📶 RSSI: -86
02-18 18:27:39.255 D/BleProximity: 📶 RSSI: -86
02-18 18:27:39.556 D/BleProximity: 📶 RSSI: -85
02-18 18:27:39.861 D/BleProximity: 📶 RSSI: -82
02-18 18:27:40.166 D/BleProximity: 📶 RSSI: -80
02-18 18:27:40.471 D/BleProximity: 📶 RSSI: -78
02-18 18:27:40.775 D/BleProximity: 📶 RSSI: -75
02-18 18:27:41.079 D/BleProximity: 📶 RSSI: -74
02-18 18:27:41.386 D/BleProximity: 📶 RSSI: -73
02-18 18:27:41.693 D/BleProximity: 📶 RSSI: -73
02-18 18:27:41.995 D/BleProximity: 📶 RSSI: -74
02-18 18:27:42.298 D/BleProximity: 📶 RSSI: -73
02-18 18:27:42.603 D/BleProximity: 📶 RSSI: -75
02-18 18:27:42.908 D/BleProximity: 📶 RSSI: -73
02-18 18:27:43.211 D/BleProximity: 📶 RSSI: -74
02-18 18:27:43.515 D/BleProximity: 📶 RSSI: -72
02-18 18:27:43.820 D/BleProximity: 📶 RSSI: -73
02-18 18:27:44.124 D/BleProximity: 📶 RSSI: -73
02-18 18:27:44.429 D/BleProximity: 📶 RSSI: -73
02-18 18:27:44.734 D/BleProximity: 📶 RSSI: -72
02-18 18:27:45.039 D/BleProximity: 📶 RSSI: -73
02-18 18:27:45.342 D/BleProximity: 📶 RSSI: -73
02-18 18:27:45.646 D/BleProximity: 📶 RSSI: -72
02-18 18:27:45.954 D/BleProximity: 📶 RSSI: -73
02-18 18:27:46.258 D/BleProximity: 📶 RSSI: -72
02-18 18:27:46.555 D/BleProximity: 📶 RSSI: -74
02-18 18:27:46.858 D/BleProximity: 📶 RSSI: -74
02-18 18:27:47.167 D/BleProximity: 📶 RSSI: -78
02-18 18:27:47.470 D/BleProximity: 📶 RSSI: -77
02-18 18:27:47.780 D/BleProximity: 📶 RSSI: -75
02-18 18:27:48.077 D/BleProximity: 📶 RSSI: -73
02-18 18:27:48.385 D/BleProximity: 📶 RSSI: -74
02-18 18:27:48.688 D/BleProximity: 📶 RSSI: -74
02-18 18:27:48.995 D/BleProximity: 📶 RSSI: -77
02-18 18:27:49.294 D/BleProximity: 📶 RSSI: -74
02-18 18:27:49.599 D/BleProximity: 📶 RSSI: -75
02-18 18:27:49.907 D/BleProximity: 📶 RSSI: -74
02-18 18:27:50.209 D/BleProximity: 📶 RSSI: -75
02-18 18:27:50.513 D/BleProximity: 📶 RSSI: -75
02-18 18:27:50.818 D/BleProximity: 📶 RSSI: -74
02-18 18:27:51.123 D/BleProximity: 📶 RSSI: -75
02-18 18:27:51.428 D/BleProximity: 📶 RSSI: -74
02-18 18:27:51.731 D/BleProximity: 📶 RSSI: -75
02-18 18:27:52.037 D/BleProximity: 📶 RSSI: -75
02-18 18:27:52.337 D/BleProximity: 📶 RSSI: -76
02-18 18:27:52.643 D/BleProximity: 📶 RSSI: -75
02-18 18:27:52.946 D/BleProximity: 📶 RSSI: -75
02-18 18:27:53.248 D/BleProximity: 📶 RSSI: -74
02-18 18:27:53.553 D/BleProximity: 📶 RSSI: -75
02-18 18:27:53.857 D/BleProximity: 📶 RSSI: -74
02-18 18:27:54.164 D/BleProximity: 📶 RSSI: -73
02-18 18:27:54.470 D/BleProximity: 📶 RSSI: -73
02-18 18:27:54.773 D/BleProximity: 📶 RSSI: -74
02-18 18:27:55.077 D/BleProximity: 📶 RSSI: -76
02-18 18:27:55.378 D/BleProximity: 📶 RSSI: -76
02-18 18:27:55.684 D/BleProximity: 📶 RSSI: -76
02-18 18:27:55.991 D/BleProximity: 📶 RSSI: -76
02-18 18:27:56.296 D/BleProximity: 📶 RSSI: -73
02-18 18:27:56.606 D/BleProximity: 📶 RSSI: -76
02-18 18:27:56.908 D/BleProximity: 📶 RSSI: -74
02-18 18:27:57.213 D/BleProximity: 📶 RSSI: -72
02-18 18:27:57.520 D/BleProximity: 📶 RSSI: -71
02-18 18:27:57.824 D/BleProximity: 📶 RSSI: -73
02-18 18:27:58.129 D/BleProximity: 📶 RSSI: -75
02-18 18:27:58.434 D/BleProximity: 📶 RSSI: -74
02-18 18:27:58.736 D/BleProximity: 📶 RSSI: -73
02-18 18:27:59.040 D/BleProximity: 📶 RSSI: -72
02-18 18:27:59.344 D/BleProximity: 📶 RSSI: -72
02-18 18:27:59.644 D/BleProximity: 📶 RSSI: -72
02-18 18:27:59.946 D/BleProximity: 📶 RSSI: -72
02-18 18:28:00.249 D/BleProximity: 📶 RSSI: -73
02-18 18:28:00.558 D/BleProximity: 📶 RSSI: -73
02-18 18:28:00.866 D/BleProximity: 📶 RSSI: -73
02-18 18:28:01.166 D/BleProximity: 📶 RSSI: -74
02-18 18:28:01.466 D/BleProximity: 📶 RSSI: -74
02-18 18:28:01.772 D/BleProximity: 📶 RSSI: -72
02-18 18:28:02.073 D/BleProximity: 📶 RSSI: -71
02-18 18:28:02.379 D/BleProximity: 📶 RSSI: -71
02-18 18:28:02.681 D/BleProximity: 📶 RSSI: -70
02-18 18:28:02.989 D/BleProximity: 📶 RSSI: -70
02-18 18:28:03.288 D/BleProximity: 📶 RSSI: -68
02-18 18:28:03.594 D/BleProximity: 📶 RSSI: -69
02-18 18:28:03.898 D/BleProximity: 📶 RSSI: -67
02-18 18:28:04.199 D/BleProximity: 📶 RSSI: -66
02-18 18:28:04.504 D/BleProximity: 📶 RSSI: -66
02-18 18:28:04.809 D/BleProximity: 📶 RSSI: -66
02-18 18:28:05.114 D/BleProximity: 📶 RSSI: -66
02-18 18:28:05.427 D/BleProximity: 📶 RSSI: -66
02-18 18:28:05.730 D/BleProximity: 📶 RSSI: -66
02-18 18:28:06.032 D/BleProximity: 📶 RSSI: -66
02-18 18:28:06.338 D/BleProximity: 📶 RSSI: -66
02-18 18:28:06.637 D/BleProximity: 📶 RSSI: -65
02-18 18:28:06.943 D/BleProximity: 📶 RSSI: -65
02-18 18:28:07.246 D/BleProximity: 📶 RSSI: -65
02-18 18:28:07.552 D/BleProximity: 📶 RSSI: -64
02-18 18:28:07.853 D/BleProximity: 📶 RSSI: -63
02-18 18:28:08.160 D/BleProximity: 📶 RSSI: -63
02-18 18:28:08.461 D/BleProximity: 📶 RSSI: -65
02-18 18:28:08.768 D/BleProximity: 📶 RSSI: -67
02-18 18:28:09.070 D/BleProximity: 📶 RSSI: -70
02-18 18:28:09.368 D/BleProximity: 📶 RSSI: -74
02-18 18:28:09.669 D/BleProximity: 📶 RSSI: -74
02-18 18:28:09.973 D/BleProximity: 📶 RSSI: -73
02-18 18:28:10.360 D/BleProximity: 📶 RSSI: -75
02-18 18:28:10.395 D/BleProximity: 💤 屏幕关闭，保持默认退避策略
02-18 18:28:10.397 D/MGWidget: onUpdate called for IDs: 64
02-18 18:28:10.399 D/MGWidget: onReceive called with action: android.appwidget.action.APPWIDGET_UPDATE
02-18 18:28:10.431 D/WidgetUpdateWorker: Found active widgets, starting data fetch...
02-18 18:28:10.434 D/MG_NET_LOG: ┌────── 请求开始 ──────
02-18 18:28:10.436 D/MG_NET_LOG: │ URL: https://mp.ebanma.com/app-mp/vp/1.2/getVehicleStatus
02-18 18:28:10.438 D/MG_NET_LOG: │ Method: POST
02-18 18:28:10.439 D/MG_NET_LOG: │ Params: data={"vin":"LSJWM6366PZ860250","appId":"Roewe","brandCode":"1","nonce":"2E631245F128416EBD9FE8BB3DD285F1","timestamp":"1771410490431","token":"c5c2016bc1704395a7d16f73992be153-prod_SAIC"}
02-18 18:28:10.440 D/MG_NET_LOG: └──────────────────────
02-18 18:28:10.575 D/BleProximity: 💡 检测到屏幕点亮/解锁，立即激活扫描！
02-18 18:28:10.644 D/BleProximity: 📶 RSSI: -76
02-18 18:28:10.951 D/BleProximity: 📶 RSSI: -74
02-18 18:28:11.255 D/BleProximity: 📶 RSSI: -73
02-18 18:28:11.557 D/BleProximity: 📶 RSSI: -74
02-18 18:28:11.857 D/BleProximity: 📶 RSSI: -78
02-18 18:28:12.164 D/BleProximity: 📶 RSSI: -77
02-18 18:28:12.363 D/MG_NET_LOG: ┌────── 响应结束 (200 / 1928ms) ──────
02-18 18:28:12.369 D/MG_NET_LOG: │ URL: https://mp.ebanma.com/app-mp/vp/1.2/getVehicleStatus
02-18 18:28:12.372 D/MG_NET_LOG: │ Result: {"req_id":"19c704b0bc16b73ce3f","data":{"vehicle_position":{"satellites":9,"altitude":39,"latitude":"34.858937","gps_status":2,"update_time":1771410321000,"gps_time":1771410366000,"hdop":6,"longitude":"115.883650"},"vehicle_alerts":[],"vehicle_security":{"position_authorization_status":true,"privacy_status":true},"vehicle_value":{"local_sec_row_r_seat_vent_lvl":null,"climate_on_off_status":null,"steer_heat_level":null,"pwr_lftgt_pos":null,"inst_fuel_consumption":null,"rear_right_tyre_pressure":272,"tbox_internal_battery":null,"battery_pack_fault_status":null,"charge_door_position_status":0,"veh_elec_rng_dsp_cmd":0,"local_sec_row_l_seat_vent_lvl":null,"veh_bms_pack_soc_dsp_v":null,"battery_lattice_number":4,"driving_range":619,"battery_pack_range":41,"power_mode":0,"engine_status":0,"exterior_temperature":9,"rmt_rr_seat_heat_flr_rsn":null,"fuel_level_prc":56,"localfront_left_seat_heat_level":null,"interior_pm25":0,"odometer":31700,"local_sec_row_l_seat_heat_lvl":null,"rmt_fr_seat_heat_flr_rsn":null,"rmt_seat_vent_flr_rsn":null,"inspect_status":null,"remote_steer_heat_level":null,"last_key_seen":8876,"wheel_tyre_monitor_status":null,"rmt_a_c_abot_rsn":null,"vehicle_battery":1250,"chrgng_rmnng_time_v":null,"exterior_pm25":0,"front_left_tyre_pressure":272,"charge_status":1009,"localfront_right_seat_vent_level":null,"speed":0,"vehicle_battery_dev":2,"front_right_tyre_pressure":272,"battery_pack_prc":326,"interior_temperature_v":null,"steer_heat_failure_reason":null,"local_sec_row_r_seat_heat_lvl":null,"clstr_elec_rng_to_eptv":null,"fuel_range":619,"current_journey_id":3798,"pwr_lftgt_pos_v":null,"interior_temperature":20,"localfront_right_seat_heat_level":null,"heading":342,"battery_alarm_value":[50,200,500],"update_time":1771410321000,"remote_climate_status":0,"fota_status":0,"current_journey_distance":0,"bms_charge_status":null,"vehicle_alarm_status":0,"veh_intlgnt_scene_md":null,"rear_left_tyre_pressure":268,"vehicle_battery_prc":880,"battery_type":0,"fuel_level_disp":5,"monitor_status":null,"localfront_left_seat_vent_level":null,"chrgng_rmnng_time":null},"update_time":1771410321000,"vehicle_state":{"door":false,"gnss_ant_connected":false,"second_row_left_seat_heat":false,"rear_right_door":false,"second_row_right_seat_vent":false,"dipped_beam":false,"driver_window":false,"clstr_range":false,"vehicle_battery_connected":true,"seat_heat":false,"driver_door":false,"lock":false,"right_seat_heat":false,"feed":false,"horn":false,"air_clean":false,"light":false,"bonnet":false,"bat_low":null,"inspect":null,"steer_heat":false,"side_light":false,"gsm_ant_connected":false,"second_row_left_seat_vent":false,"battery_pack":true,"combination_control":false,"engine":false,"seat_vent":false,"left_seat_vent":false,"second_row_right_seat_heat":false,"power":false,"boot":false,"power_protection":false,"charge":false,"passenger_door":false,"can_bus":true,"update_time":1771410321000,"monitor":null,"climate":false,"right_seat_vent":false,"left_seat_heat":false,"rear_right_window":false,"sunroof":false,"rear_left_door":false,"passenger_window":false,"window":false,"rear_left_window":false,"main_beam":false}}}
02-18 18:28:12.375 D/MG_NET_LOG: └──────────────────────────────────────────────────
02-18 18:28:12.383 D/WidgetUpdateWorker: Data fetch complete. Success: true, Address: 山东省菏泽市成武县天宫庙镇东申楼
02-18 18:28:12.386 D/WidgetUpdateWorker: Starting update loop for 1 widget types
02-18 18:28:12.391 D/MGWidget: updateWidgetSynchronously called for ID: 64
02-18 18:28:12.468 D/BleProximity: 📶 RSSI: -76
02-18 18:28:12.772 D/BleProximity: 📶 RSSI: -79
02-18 18:28:13.073 D/BleProximity: 📶 RSSI: -78
02-18 18:28:13.378 D/BleProximity: 📶 RSSI: -75
02-18 18:28:13.684 D/BleProximity: 📶 RSSI: -76
02-18 18:28:13.991 D/BleProximity: 📶 RSSI: -73
02-18 18:28:14.292 D/BleProximity: 📶 RSSI: -74
02-18 18:28:14.597 D/BleProximity: 📶 RSSI: -73
