--- Log Capture Start: 20260227_185350 ---
02-27 18:25:57.136 D/BleProximity: 📶 RSSI: -48
02-27 18:25:57.437 D/BleProximity: 📶 RSSI: -48
02-27 18:25:57.738 D/BleProximity: 📶 RSSI: -49
02-27 18:25:58.038 D/BleProximity: 📶 RSSI: -49
02-27 18:25:58.340 D/BleProximity: 📶 RSSI: -47
02-27 18:25:58.640 D/BleProximity: 📶 RSSI: -45
02-27 18:25:58.941 D/BleProximity: 📶 RSSI: -44
02-27 18:25:59.242 D/BleProximity: 📶 RSSI: -44
02-27 18:25:59.544 D/BleProximity: 📶 RSSI: -41
02-27 18:25:59.847 D/BleProximity: 📶 RSSI: -38
02-27 18:26:00.147 D/BleProximity: 📶 RSSI: -38
02-27 18:26:00.449 D/BleProximity: 📶 RSSI: -40
02-27 18:26:00.748 D/BleProximity: 📶 RSSI: -43
02-27 18:26:01.049 D/BleProximity: 📶 RSSI: -44
02-27 18:26:01.351 D/BleProximity: 📶 RSSI: -44
02-27 18:26:01.651 D/BleProximity: 📶 RSSI: -44
02-27 18:26:01.952 D/BleProximity: 📶 RSSI: -44
02-27 18:26:02.253 D/BleProximity: 📶 RSSI: -45
02-27 18:26:02.554 D/BleProximity: 📶 RSSI: -44
02-27 18:26:02.856 D/BleProximity: 📶 RSSI: -44
02-27 18:26:03.156 D/BleProximity: 📶 RSSI: -46
02-27 18:26:03.458 D/BleProximity: 📶 RSSI: -44
02-27 18:26:03.758 D/BleProximity: 📶 RSSI: -44
02-27 18:26:04.060 D/BleProximity: 📶 RSSI: -44
02-27 18:26:04.360 D/BleProximity: 📶 RSSI: -44
02-27 18:26:04.662 D/BleProximity: 📶 RSSI: -43
02-27 18:26:04.963 D/BleProximity: 📶 RSSI: -44
02-27 18:26:05.264 D/BleProximity: 📶 RSSI: -44
02-27 18:26:05.565 D/BleProximity: 📶 RSSI: -43
02-27 18:26:05.866 D/BleProximity: 📶 RSSI: -44
02-27 18:26:06.166 D/BleProximity: 📶 RSSI: -44
02-27 18:26:06.466 D/BleProximity: 📶 RSSI: -44
02-27 18:26:06.767 D/BleProximity: 📶 RSSI: -43
02-27 18:26:07.069 D/BleProximity: 📶 RSSI: -43
02-27 18:26:07.371 D/BleProximity: 📶 RSSI: -43
02-27 18:26:07.672 D/BleProximity: 📶 RSSI: -44
02-27 18:26:07.976 D/BleProximity: 📶 RSSI: -47
02-27 18:26:08.275 D/BleProximity: 📶 RSSI: -46
02-27 18:26:08.575 D/BleProximity: 📶 RSSI: -47
02-27 18:26:08.879 D/BleProximity: 📶 RSSI: -47
02-27 18:26:09.178 D/BleProximity: 📶 RSSI: -46
02-27 18:26:09.481 D/BleProximity: 📶 RSSI: -45
02-27 18:26:09.784 D/BleProximity: 📶 RSSI: -44
02-27 18:26:10.084 D/BleProximity: 📶 RSSI: -43
02-27 18:26:10.387 D/BleProximity: 📶 RSSI: -44
02-27 18:26:10.688 D/BleProximity: 📶 RSSI: -44
02-27 18:26:10.992 D/BleProximity: 📶 RSSI: -44
02-27 18:26:11.294 D/BleProximity: 📶 RSSI: -44
02-27 18:26:11.598 D/BleProximity: 📶 RSSI: -44
02-27 18:26:11.898 D/BleProximity: 📶 RSSI: -44
02-27 18:26:12.200 D/BleProximity: 📶 RSSI: -44
02-27 18:26:12.503 D/BleProximity: 📶 RSSI: -44
02-27 18:26:12.805 D/BleProximity: 📶 RSSI: -43
02-27 18:26:13.107 D/BleProximity: 📶 RSSI: -44
02-27 18:26:13.407 D/BleProximity: 📶 RSSI: -44
02-27 18:26:13.710 D/BleProximity: 📶 RSSI: -44
02-27 18:26:14.014 D/BleProximity: 📶 RSSI: -44
02-27 18:26:14.317 D/BleProximity: 📶 RSSI: -44
02-27 18:26:14.619 D/BleProximity: 📶 RSSI: -44
02-27 18:26:14.922 D/BleProximity: 📶 RSSI: -45
02-27 18:26:15.223 D/BleProximity: 📶 RSSI: -45
02-27 18:26:15.525 D/BleProximity: 📶 RSSI: -45
02-27 18:26:15.827 D/BleProximity: 📶 RSSI: -44
02-27 18:26:16.128 D/BleProximity: 📶 RSSI: -44
02-27 18:26:16.433 D/BleProximity: 📶 RSSI: -45
02-27 18:26:16.733 D/BleProximity: 📶 RSSI: -46
02-27 18:26:17.033 D/BleProximity: 📶 RSSI: -46
02-27 18:26:17.336 D/BleProximity: 📶 RSSI: -45
02-27 18:26:17.636 D/BleProximity: 📶 RSSI: -43
02-27 18:26:17.937 D/BleProximity: 📶 RSSI: -43
02-27 18:26:18.237 D/BleProximity: 📶 RSSI: -44
02-27 18:26:18.538 D/BleProximity: 📶 RSSI: -46
02-27 18:26:18.840 D/BleProximity: 📶 RSSI: -45
02-27 18:26:19.140 D/BleProximity: 📶 RSSI: -40
02-27 18:26:19.441 D/BleProximity: 📶 RSSI: -39
02-27 18:26:19.741 D/BleProximity: 📶 RSSI: -40
02-27 18:26:20.043 D/BleProximity: 📶 RSSI: -42
02-27 18:26:20.343 D/BleProximity: 📶 RSSI: -43
02-27 18:26:20.646 D/BleProximity: 📶 RSSI: -45
02-27 18:26:20.947 D/BleProximity: 📶 RSSI: -44
02-27 18:26:21.247 D/BleProximity: 📶 RSSI: -44
02-27 18:26:21.547 D/BleProximity: 📶 RSSI: -46
02-27 18:26:21.852 D/BleProximity: 📶 RSSI: -51
02-27 18:26:22.152 D/BleProximity: 📶 RSSI: -54
02-27 18:26:22.456 D/BleProximity: 📶 RSSI: -47
02-27 18:26:22.755 D/BleProximity: 📶 RSSI: -44
02-27 18:26:23.060 D/BleProximity: 📶 RSSI: -43
02-27 18:26:23.360 D/BleProximity: 📶 RSSI: -43
02-27 18:26:23.661 D/BleProximity: 📶 RSSI: -45
02-27 18:26:23.962 D/BleProximity: 📶 RSSI: -49
02-27 18:26:24.264 D/BleProximity: 📶 RSSI: -49
02-27 18:26:24.565 D/BleProximity: 📶 RSSI: -45
02-27 18:26:24.865 D/BleProximity: 📶 RSSI: -44
02-27 18:26:25.169 D/BleProximity: 📶 RSSI: -43
02-27 18:26:25.470 D/BleProximity: 📶 RSSI: -44
02-27 18:26:25.773 D/BleProximity: 📶 RSSI: -44
02-27 18:26:26.075 D/BleProximity: 📶 RSSI: -44
02-27 18:26:26.376 D/BleProximity: 📶 RSSI: -44
02-27 18:26:26.676 D/BleProximity: 📶 RSSI: -44
02-27 18:26:26.977 D/BleProximity: 📶 RSSI: -45
02-27 18:26:27.281 D/BleProximity: 📶 RSSI: -44
02-27 18:26:27.579 D/BleProximity: 📶 RSSI: -45
02-27 18:26:27.883 D/BleProximity: 📶 RSSI: -45
02-27 18:26:28.186 D/BleProximity: 📶 RSSI: -45
02-27 18:26:28.489 D/BleProximity: 📶 RSSI: -45
02-27 18:26:28.790 D/BleProximity: 📶 RSSI: -48
02-27 18:26:29.094 D/BleProximity: 📶 RSSI: -50
02-27 18:26:29.395 D/BleProximity: 📶 RSSI: -49
02-27 18:26:29.698 D/BleProximity: 📶 RSSI: -42
02-27 18:26:29.999 D/BleProximity: 📶 RSSI: -41
02-27 18:26:30.300 D/BleProximity: 📶 RSSI: -39
02-27 18:26:30.603 D/BleProximity: 📶 RSSI: -43
02-27 18:26:30.905 D/BleProximity: 📶 RSSI: -45
02-27 18:26:31.205 D/BleProximity: 📶 RSSI: -46
02-27 18:26:31.508 D/BleProximity: 📶 RSSI: -45
02-27 18:26:31.811 D/BleProximity: 📶 RSSI: -44
02-27 18:26:32.115 D/BleProximity: 📶 RSSI: -43
02-27 18:26:32.417 D/BleProximity: 📶 RSSI: -43
02-27 18:26:32.719 D/BleProximity: 📶 RSSI: -43
02-27 18:26:33.021 D/BleProximity: 📶 RSSI: -43
02-27 18:26:33.321 D/BleProximity: 📶 RSSI: -44
02-27 18:26:33.622 D/BleProximity: 📶 RSSI: -43
02-27 18:26:33.923 D/BleProximity: 📶 RSSI: -42
02-27 18:26:34.224 D/BleProximity: 📶 RSSI: -43
02-27 18:26:34.525 D/BleProximity: 📶 RSSI: -44
02-27 18:26:34.827 D/BleProximity: 📶 RSSI: -45
02-27 18:26:35.128 D/BleProximity: 📶 RSSI: -47
02-27 18:26:35.432 D/BleProximity: 📶 RSSI: -46
02-27 18:26:35.731 D/BleProximity: 📶 RSSI: -44
02-27 18:26:36.032 D/BleProximity: 📶 RSSI: -44
02-27 18:26:36.334 D/BleProximity: 📶 RSSI: -43
02-27 18:26:36.635 D/BleProximity: 📶 RSSI: -44
02-27 18:26:36.938 D/BleProximity: 📶 RSSI: -44
02-27 18:26:37.240 D/BleProximity: 📶 RSSI: -44
02-27 18:26:37.542 D/BleProximity: 📶 RSSI: -44
02-27 18:26:37.844 D/BleProximity: 📶 RSSI: -43
02-27 18:26:38.148 D/BleProximity: 📶 RSSI: -44
02-27 18:26:38.450 D/BleProximity: 📶 RSSI: -44
02-27 18:26:38.751 D/BleProximity: 📶 RSSI: -51
02-27 18:26:39.055 D/BleProximity: 📶 RSSI: -52
02-27 18:26:39.355 D/BleProximity: 📶 RSSI: -47
02-27 18:26:39.657 D/BleProximity: 📶 RSSI: -46
02-27 18:26:39.959 D/BleProximity: 📶 RSSI: -46
02-27 18:26:40.262 D/BleProximity: 📶 RSSI: -45
02-27 18:26:40.563 D/BleProximity: 📶 RSSI: -45
02-27 18:26:40.862 D/BleProximity: 📶 RSSI: -45
02-27 18:26:41.164 D/BleProximity: 📶 RSSI: -44
02-27 18:26:41.467 D/BleProximity: 📶 RSSI: -48
02-27 18:26:41.767 D/BleProximity: 📶 RSSI: -47
02-27 18:26:42.070 D/BleProximity: 📶 RSSI: -46
02-27 18:26:42.371 D/BleProximity: 📶 RSSI: -43
02-27 18:26:42.676 D/BleProximity: 📶 RSSI: -43
02-27 18:26:42.978 D/BleProximity: 📶 RSSI: -42
02-27 18:26:43.287 D/BleProximity: 📶 RSSI: -42
02-27 18:26:43.582 D/BleProximity: 📶 RSSI: -42
02-27 18:26:43.882 D/BleProximity: 📶 RSSI: -41
02-27 18:26:44.186 D/BleProximity: 📶 RSSI: -42
02-27 18:26:44.487 D/BleProximity: 📶 RSSI: -42
02-27 18:26:44.789 D/BleProximity: 📶 RSSI: -42
02-27 18:26:45.091 D/BleProximity: 📶 RSSI: -42
02-27 18:26:45.393 D/BleProximity: 📶 RSSI: -43
02-27 18:26:45.698 D/BleProximity: 📶 RSSI: -43
02-27 18:26:45.997 D/BleProximity: 📶 RSSI: -44
02-27 18:26:46.300 D/BleProximity: 📶 RSSI: -43
02-27 18:26:46.604 D/BleProximity: 📶 RSSI: -45
02-27 18:26:46.906 D/BleProximity: 📶 RSSI: -45
02-27 18:26:47.209 D/BleProximity: 📶 RSSI: -46
02-27 18:26:47.511 D/BleProximity: 📶 RSSI: -47
02-27 18:26:47.811 D/BleProximity: 📶 RSSI: -47
02-27 18:26:48.114 D/BleProximity: 📶 RSSI: -47
02-27 18:26:48.415 D/BleProximity: 📶 RSSI: -48
02-27 18:26:48.716 D/BleProximity: 📶 RSSI: -49
02-27 18:26:49.019 D/BleProximity: 📶 RSSI: -48
02-27 18:26:49.321 D/BleProximity: 📶 RSSI: -50
02-27 18:26:49.621 D/BleProximity: 📶 RSSI: -50
02-27 18:26:49.923 D/BleProximity: 📶 RSSI: -48
02-27 18:26:50.226 D/BleProximity: 📶 RSSI: -46
02-27 18:26:50.527 D/BleProximity: 📶 RSSI: -45
02-27 18:26:50.828 D/BleProximity: 📶 RSSI: -45
02-27 18:26:51.130 D/BleProximity: 📶 RSSI: -44
02-27 18:26:51.430 D/BleProximity: 📶 RSSI: -43
02-27 18:26:51.731 D/BleProximity: 📶 RSSI: -43
02-27 18:26:52.032 D/BleProximity: 📶 RSSI: -42
02-27 18:26:52.333 D/BleProximity: 📶 RSSI: -43
02-27 18:26:52.633 D/BleProximity: 📶 RSSI: -43
02-27 18:26:52.935 D/BleProximity: 📶 RSSI: -45
02-27 18:26:53.236 D/BleProximity: 📶 RSSI: -47
02-27 18:26:53.536 D/BleProximity: 📶 RSSI: -47
02-27 18:26:53.839 D/BleProximity: 📶 RSSI: -47
02-27 18:26:54.138 D/BleProximity: 📶 RSSI: -45
02-27 18:26:54.441 D/BleProximity: 📶 RSSI: -46
02-27 18:26:54.742 D/BleProximity: 📶 RSSI: -45
02-27 18:26:55.044 D/BleProximity: 📶 RSSI: -46
02-27 18:26:55.345 D/BleProximity: 📶 RSSI: -47
02-27 18:26:55.646 D/BleProximity: 📶 RSSI: -46
02-27 18:26:55.946 D/BleProximity: 📶 RSSI: -45
02-27 18:26:56.247 D/BleProximity: 📶 RSSI: -44
02-27 18:26:56.548 D/BleProximity: 📶 RSSI: -44
02-27 18:26:56.851 D/BleProximity: 📶 RSSI: -44
02-27 18:26:57.155 D/BleProximity: 📶 RSSI: -44
02-27 18:26:57.457 D/BleProximity: 📶 RSSI: -44
02-27 18:26:57.757 D/BleProximity: 📶 RSSI: -44
02-27 18:26:58.060 D/BleProximity: 📶 RSSI: -44
02-27 18:26:58.369 D/BleProximity: 📶 RSSI: -44
02-27 18:26:58.662 D/BleProximity: 📶 RSSI: -44
02-27 18:26:58.962 D/BleProximity: 📶 RSSI: -45
02-27 18:26:59.265 D/BleProximity: 📶 RSSI: -46
02-27 18:26:59.566 D/BleProximity: 📶 RSSI: -43
02-27 18:26:59.867 D/BleProximity: 📶 RSSI: -42
02-27 18:27:00.168 D/BleProximity: 📶 RSSI: -41
02-27 18:27:00.468 D/BleProximity: 📶 RSSI: -46
02-27 18:27:00.768 D/BleProximity: 📶 RSSI: -49
02-27 18:27:01.070 D/BleProximity: 📶 RSSI: -53
02-27 18:27:01.371 D/BleProximity: 📶 RSSI: -53
02-27 18:27:01.672 D/BleProximity: 📶 RSSI: -50
02-27 18:27:01.973 D/BleProximity: 📶 RSSI: -47
02-27 18:27:02.274 D/BleProximity: 📶 RSSI: -45
02-27 18:27:02.575 D/BleProximity: 📶 RSSI: -46
02-27 18:27:02.878 D/BleProximity: 📶 RSSI: -45
02-27 18:27:03.178 D/BleProximity: 📶 RSSI: -46
02-27 18:27:03.479 D/BleProximity: 📶 RSSI: -45
02-27 18:27:03.780 D/BleProximity: 📶 RSSI: -44
02-27 18:27:04.082 D/BleProximity: 📶 RSSI: -45
02-27 18:27:04.381 D/BleProximity: 📶 RSSI: -45
02-27 18:27:04.682 D/BleProximity: 📶 RSSI: -44
02-27 18:27:04.983 D/BleProximity: 📶 RSSI: -46
02-27 18:27:05.285 D/BleProximity: 📶 RSSI: -49
02-27 18:27:05.586 D/BleProximity: 📶 RSSI: -50
02-27 18:27:05.887 D/BleProximity: 📶 RSSI: -49
02-27 18:27:06.188 D/BleProximity: 📶 RSSI: -47
02-27 18:27:06.490 D/BleProximity: 📶 RSSI: -47
02-27 18:27:06.790 D/BleProximity: 📶 RSSI: -47
02-27 18:27:07.093 D/BleProximity: 📶 RSSI: -46
02-27 18:27:07.394 D/BleProximity: 📶 RSSI: -46
02-27 18:27:07.697 D/BleProximity: 📶 RSSI: -45
02-27 18:27:07.999 D/BleProximity: 📶 RSSI: -45
02-27 18:27:08.302 D/BleProximity: 📶 RSSI: -45
02-27 18:27:08.600 D/BleProximity: 📶 RSSI: -46
02-27 18:27:08.904 D/BleProximity: 📶 RSSI: -46
02-27 18:27:09.205 D/BleProximity: 📶 RSSI: -48
02-27 18:27:09.505 D/BleProximity: 📶 RSSI: -49
02-27 18:27:09.816 D/BleProximity: 📶 RSSI: -51
02-27 18:27:10.107 D/BleProximity: 📶 RSSI: -52
02-27 18:27:10.410 D/BleProximity: 📶 RSSI: -54
02-27 18:27:10.709 D/BleProximity: 📶 RSSI: -51
02-27 18:27:11.011 D/BleProximity: 📶 RSSI: -48
02-27 18:27:11.312 D/BleProximity: 📶 RSSI: -47
02-27 18:27:11.615 D/BleProximity: 📶 RSSI: -49
02-27 18:27:11.914 D/BleProximity: 📶 RSSI: -51
02-27 18:27:12.217 D/BleProximity: 📶 RSSI: -52
02-27 18:27:12.519 D/BleProximity: 📶 RSSI: -51
02-27 18:27:12.823 D/BleProximity: 📶 RSSI: -47
02-27 18:27:13.122 D/BleProximity: 📶 RSSI: -46
02-27 18:27:13.426 D/BleProximity: 📶 RSSI: -45
02-27 18:27:13.724 D/BleProximity: 📶 RSSI: -46
02-27 18:27:14.030 D/BleProximity: 📶 RSSI: -46
02-27 18:27:14.331 D/BleProximity: 📶 RSSI: -45
02-27 18:27:14.633 D/BleProximity: 📶 RSSI: -45
02-27 18:27:14.934 D/BleProximity: 📶 RSSI: -45
02-27 18:27:15.234 D/BleProximity: 📶 RSSI: -46
02-27 18:27:15.535 D/BleProximity: 📶 RSSI: -46
02-27 18:27:15.836 D/BleProximity: 📶 RSSI: -46
02-27 18:27:16.138 D/BleProximity: 📶 RSSI: -46
02-27 18:27:16.441 D/BleProximity: 📶 RSSI: -46
02-27 18:27:16.742 D/BleProximity: 📶 RSSI: -44
02-27 18:27:17.047 D/BleProximity: 📶 RSSI: -43
02-27 18:27:17.345 D/BleProximity: 📶 RSSI: -44
02-27 18:27:17.646 D/BleProximity: 📶 RSSI: -45
02-27 18:27:17.947 D/BleProximity: 📶 RSSI: -45
02-27 18:27:18.250 D/BleProximity: 📶 RSSI: -45
02-27 18:27:18.549 D/BleProximity: 📶 RSSI: -42
02-27 18:27:18.850 D/BleProximity: 📶 RSSI: -41
02-27 18:27:19.152 D/BleProximity: 📶 RSSI: -41
02-27 18:27:19.461 D/BleProximity: 📶 RSSI: -44
02-27 18:27:19.754 D/BleProximity: 📶 RSSI: -43
02-27 18:27:20.054 D/BleProximity: 📶 RSSI: -39
02-27 18:27:20.355 D/BleProximity: 📶 RSSI: -37
02-27 18:27:20.656 D/BleProximity: 📶 RSSI: -38
02-27 18:27:20.956 D/BleProximity: 📶 RSSI: -42
02-27 18:27:21.256 D/BleProximity: 📶 RSSI: -43
02-27 18:27:21.557 D/BleProximity: 📶 RSSI: -43
02-27 18:27:21.860 D/BleProximity: 📶 RSSI: -43
02-27 18:27:22.160 D/BleProximity: 📶 RSSI: -43
02-27 18:27:22.464 D/BleProximity: 📶 RSSI: -43
02-27 18:27:22.764 D/BleProximity: 📶 RSSI: -43
02-27 18:27:23.067 D/BleProximity: 📶 RSSI: -41
02-27 18:27:23.376 D/BleProximity: 📶 RSSI: -39
02-27 18:27:23.670 D/BleProximity: 📶 RSSI: -37
02-27 18:27:23.971 D/BleProximity: 📶 RSSI: -42
02-27 18:27:24.271 D/BleProximity: 📶 RSSI: -43
02-27 18:27:24.571 D/BleProximity: 📶 RSSI: -43
02-27 18:27:24.873 D/BleProximity: 📶 RSSI: -42
02-27 18:27:25.175 D/BleProximity: 📶 RSSI: -44
02-27 18:27:25.476 D/BleProximity: 📶 RSSI: -44
02-27 18:27:25.776 D/BleProximity: 📶 RSSI: -43
02-27 18:27:26.081 D/BleProximity: 📶 RSSI: -40
02-27 18:27:26.381 D/BleProximity: 📶 RSSI: -39
02-27 18:27:26.682 D/BleProximity: 📶 RSSI: -39
02-27 18:27:26.982 D/BleProximity: 📶 RSSI: -42
02-27 18:27:27.283 D/BleProximity: 📶 RSSI: -43
02-27 18:27:27.584 D/BleProximity: 📶 RSSI: -44
02-27 18:27:27.885 D/BleProximity: 📶 RSSI: -44
02-27 18:27:28.186 D/BleProximity: 📶 RSSI: -43
02-27 18:27:28.488 D/BleProximity: 📶 RSSI: -43
02-27 18:27:28.790 D/BleProximity: 📶 RSSI: -45
02-27 18:27:29.093 D/BleProximity: 📶 RSSI: -43
02-27 18:27:29.395 D/BleProximity: 📶 RSSI: -44
02-27 18:27:29.695 D/BleProximity: 📶 RSSI: -45
02-27 18:27:29.996 D/BleProximity: 📶 RSSI: -48
02-27 18:27:30.296 D/BleProximity: 📶 RSSI: -49
02-27 18:27:30.599 D/BleProximity: 📶 RSSI: -47
02-27 18:27:30.900 D/BleProximity: 📶 RSSI: -42
02-27 18:27:31.202 D/BleProximity: 📶 RSSI: -38
02-27 18:27:31.503 D/BleProximity: 📶 RSSI: -38
02-27 18:27:31.803 D/BleProximity: 📶 RSSI: -41
02-27 18:27:32.105 D/BleProximity: 📶 RSSI: -44
02-27 18:27:32.408 D/BleProximity: 📶 RSSI: -44
02-27 18:27:32.714 D/BleProximity: 📶 RSSI: -44
02-27 18:27:33.010 D/BleProximity: 📶 RSSI: -44
02-27 18:27:33.314 D/BleProximity: 📶 RSSI: -44
02-27 18:27:33.612 D/BleProximity: 📶 RSSI: -44
02-27 18:27:33.916 D/BleProximity: 📶 RSSI: -44
02-27 18:27:34.218 D/BleProximity: 📶 RSSI: -44
02-27 18:27:34.520 D/BleProximity: 📶 RSSI: -44
02-27 18:27:34.820 D/BleProximity: 📶 RSSI: -44
02-27 18:27:35.125 D/BleProximity: 📶 RSSI: -44
02-27 18:27:35.426 D/BleProximity: 📶 RSSI: -44
02-27 18:27:35.729 D/BleProximity: 📶 RSSI: -43
02-27 18:27:36.032 D/BleProximity: 📶 RSSI: -41
02-27 18:27:36.333 D/BleProximity: 📶 RSSI: -40
02-27 18:27:36.635 D/BleProximity: 📶 RSSI: -38
02-27 18:27:36.938 D/BleProximity: 📶 RSSI: -41
02-27 18:27:37.238 D/BleProximity: 📶 RSSI: -43
02-27 18:27:37.540 D/BleProximity: 📶 RSSI: -43
02-27 18:27:37.840 D/BleProximity: 📶 RSSI: -43
02-27 18:27:38.142 D/BleProximity: 📶 RSSI: -44
02-27 18:27:38.444 D/BleProximity: 📶 RSSI: -44
02-27 18:27:38.742 D/BleProximity: 📶 RSSI: -45
02-27 18:27:39.045 D/BleProximity: 📶 RSSI: -44
02-27 18:27:39.346 D/BleProximity: 📶 RSSI: -44
02-27 18:27:39.646 D/BleProximity: 📶 RSSI: -46
02-27 18:27:39.949 D/BleProximity: 📶 RSSI: -45
02-27 18:27:40.247 D/BleProximity: 📶 RSSI: -44
02-27 18:27:40.549 D/BleProximity: 📶 RSSI: -48
02-27 18:27:40.853 D/BleProximity: 📶 RSSI: -52
02-27 18:27:41.152 D/BleProximity: 📶 RSSI: -48
02-27 18:27:41.452 D/BleProximity: 📶 RSSI: -44
02-27 18:27:41.753 D/BleProximity: 📶 RSSI: -44
02-27 18:27:42.056 D/BleProximity: 📶 RSSI: -44
02-27 18:27:42.355 D/BleProximity: 📶 RSSI: -44
02-27 18:27:42.656 D/BleProximity: 📶 RSSI: -44
02-27 18:27:42.957 D/BleProximity: 📶 RSSI: -43
02-27 18:27:43.259 D/BleProximity: 📶 RSSI: -43
02-27 18:27:43.560 D/BleProximity: 📶 RSSI: -44
02-27 18:27:43.862 D/BleProximity: 📶 RSSI: -44
02-27 18:27:44.173 D/BleProximity: 📶 RSSI: -45
02-27 18:27:44.462 D/BleProximity: 📶 RSSI: -45
02-27 18:27:44.762 D/BleProximity: 📶 RSSI: -46
02-27 18:27:45.063 D/BleProximity: 📶 RSSI: -46
02-27 18:27:45.365 D/BleProximity: 📶 RSSI: -47
02-27 18:27:45.666 D/BleProximity: 📶 RSSI: -47
02-27 18:27:45.966 D/BleProximity: 📶 RSSI: -47
02-27 18:27:46.269 D/BleProximity: 📶 RSSI: -47
02-27 18:27:46.571 D/BleProximity: 📶 RSSI: -48
02-27 18:27:46.871 D/BleProximity: 📶 RSSI: -49
02-27 18:27:47.175 D/BleProximity: 📶 RSSI: -48
02-27 18:27:47.475 D/BleProximity: 📶 RSSI: -46
02-27 18:27:47.778 D/BleProximity: 📶 RSSI: -45
02-27 18:27:48.081 D/BleProximity: 📶 RSSI: -46
02-27 18:27:48.386 D/BleProximity: 📶 RSSI: -50
02-27 18:27:48.692 D/BleProximity: 📶 RSSI: -48
02-27 18:27:48.990 D/BleProximity: 📶 RSSI: -47
02-27 18:27:49.294 D/BleProximity: 📶 RSSI: -46
02-27 18:27:49.597 D/BleProximity: 📶 RSSI: -48
02-27 18:27:49.902 D/BleProximity: 📶 RSSI: -46
02-27 18:27:50.203 D/BleProximity: 📶 RSSI: -43
02-27 18:27:50.504 D/BleProximity: 📶 RSSI: -43
02-27 18:27:50.807 D/BleProximity: 📶 RSSI: -46
02-27 18:27:51.111 D/BleProximity: 📶 RSSI: -45
02-27 18:27:51.411 D/BleProximity: 📶 RSSI: -45
02-27 18:27:51.710 D/BleProximity: 📶 RSSI: -45
02-27 18:27:52.014 D/BleProximity: 📶 RSSI: -48
02-27 18:27:52.316 D/BleProximity: 📶 RSSI: -48
02-27 18:27:52.616 D/BleProximity: 📶 RSSI: -46
02-27 18:27:52.915 D/BleProximity: 📶 RSSI: -46
02-27 18:27:53.217 D/BleProximity: 📶 RSSI: -48
02-27 18:27:53.518 D/BleProximity: 📶 RSSI: -49
02-27 18:27:53.818 D/BleProximity: 📶 RSSI: -50
02-27 18:27:54.120 D/BleProximity: 📶 RSSI: -46
02-27 18:27:54.422 D/BleProximity: 📶 RSSI: -44
02-27 18:27:54.723 D/BleProximity: 📶 RSSI: -43
02-27 18:27:55.026 D/BleProximity: 📶 RSSI: -44
02-27 18:27:55.329 D/BleProximity: 📶 RSSI: -44
02-27 18:27:55.629 D/BleProximity: 📶 RSSI: -43
02-27 18:27:55.930 D/BleProximity: 📶 RSSI: -44
02-27 18:27:56.233 D/BleProximity: 📶 RSSI: -44
02-27 18:27:56.536 D/BleProximity: 📶 RSSI: -44
02-27 18:27:56.839 D/BleProximity: 📶 RSSI: -43
02-27 18:27:57.140 D/BleProximity: 📶 RSSI: -43
02-27 18:27:57.443 D/BleProximity: 📶 RSSI: -44
